Date,Open,High,Low,Close,Volume,Previous_Close,Daily_Price_Change,Daily_Return_%,Intraday_Range,Intraday_Range_%,SMA_7,SMA_30,SMA_50,SMA_200,Rolling_30D_Volatility_%,Year,Month,Month_Name,Quarter,Day_of_Week
2014-01-16,3.226346001764092,3.233814298940369,3.205807850666129,3.2132761478424072,11705000,3.2506179809570312,-0.03734183311462402,-1.148761045849811,0.028006448274239926,0.8680547051967348,3.3028966018131802,,,,,2014,1,January,Q1,Thursday
2014-01-17,3.2039404655429555,3.220744467006226,3.1834025382995605,3.1834025382995605,9680500,3.2132761478424072,-0.02987360954284668,-0.9296931906367822,0.03734192870666542,1.1655000805496325,3.2708892822265625,,,,,2014,1,January,Q1,Friday
2014-01-21,3.183402860243542,3.1852698233224137,3.1404595933728467,3.1460607051849365,14266500,3.1834025382995605,-0.03734183311462402,-1.173016376828373,0.04481022994956696,1.4076204588865266,3.238081761768886,,,,,2014,1,January,Q1,Tuesday
2014-01-22,3.1497948848526,3.19833948315729,3.146060513771115,3.1946051120758057,19626500,3.1460607051849365,0.04854440689086914,1.5430219388603783,0.052278969386175156,1.6597578984455568,3.219677516392299,,,,,2014,1,January,Q1,Wednesday
2014-01-23,3.1647315245190555,3.170332635677215,3.1124527806311293,3.1348578929901123,11469000,3.1946051120758057,-0.05974721908569336,-1.8702536617075216,0.057879855046085726,1.8289025339955727,3.199406181062971,,,,,2014,1,January,Q1,Thursday
2014-01-24,3.149795190534425,3.1572634882712567,3.1049847363869856,3.121788740158081,15650000,3.1348578929901123,-0.01306915283203125,-0.41689777585310894,0.05227875188427111,1.6597508320977845,3.1778013025011336,,,,,2014,1,January,Q1,Friday
2014-01-27,3.075111570903466,3.086314241798652,2.9425475964710026,3.030301332473755,33966500,3.121788740158081,-0.09148740768432617,-2.9306085484725464,0.14376664532764938,4.675168429268107,3.146327495574951,,,,,2014,1,January,Q1,Monday
2014-01-28,2.998559829382072,3.0751108772212863,2.992958717773492,3.0657753944396973,10703000,3.030301332473755,0.03547406196594238,1.1706447007691967,0.0821521594477943,2.7397205365991915,3.125255959374564,,,,,2014,1,January,Q1,Tuesday
2014-01-29,3.0228319184067893,3.035901771450283,2.994825472014361,2.996692657470703,11498000,3.0657753944396973,-0.06908273696899414,-2.2533528416428528,0.04107629943592217,1.3588681258060753,3.0985831192561557,,,,,2014,1,January,Q1,Wednesday
2014-01-30,3.0284331211107403,3.080711863295411,2.9966925277550107,3.011629343032837,12195500,2.996692657470703,0.014936685562133789,0.49843902159592,0.08401933554040042,2.774350041105897,3.079378638948713,,,,,2014,1,January,Q1,Thursday
2014-01-31,2.936945655762249,2.950015509971634,2.9033378725782755,2.9406800270080566,23952500,3.011629343032837,-0.07094931602478027,-2.355844891368053,0.046677637393358395,1.5893258801632055,3.0431036267961775,,,,,2014,1,January,Q1,Friday
2014-02-03,2.91267273823307,2.9257425896724443,2.843590223458965,2.84732437133789,14380500,2.9406800270080566,-0.09335565567016646,-3.1746281408640553,0.08215236621347932,2.8205148190907243,3.0020274094172885,,,,,2014,2,February,Q1,Monday
2014-02-04,2.852926088527433,3.050838401084664,2.852926088527433,3.006028175354004,39691000,2.84732437133789,0.15870380401611373,5.573787293561594,0.19791231255723085,6.937169292716774,2.985490185873849,,,,,2014,2,February,Q1,Tuesday
2014-02-05,2.961217822659491,2.979888787746022,2.925743078025267,2.96868634223938,14067000,3.006028175354004,-0.03734183311462402,-1.2422316404345213,0.054145709720755164,1.8284946587322142,2.9766880444117954,,,,,2014,2,February,Q1,Wednesday
2014-02-06,2.88466669309664,3.125522491846922,2.88466669309664,3.08444619178772,31628000,2.96868634223938,0.11575984954834029,3.899362755211744,0.24085579875028218,8.349519177611734,2.9793553011757985,,,,,2014,2,February,Q1,Thursday
2014-02-07,3.123655297499496,3.1497947813335,3.084446183036216,3.1404592990875244,18125500,3.08444619178772,0.05601310729980424,1.8159858793756367,0.0653485982972839,2.0920553669796993,2.9998933928353444,,,,,2014,2,February,Q1,Friday
2014-02-10,3.11805442710607,3.1348584311918546,3.084446641509988,3.1143202781677246,11094000,3.1404592990875244,-0.026139020919799805,-0.8323311474660589,0.05041178968186655,1.6167706773693094,3.0145635264260426,,,,,2014,2,February,Q1,Monday
2014-02-11,3.136725031218325,3.20767496571008,3.125522585700254,3.1946051120758057,24315500,3.1143202781677246,0.08028483390808105,2.5779247712863995,0.08215238000982561,2.6190494605743964,3.0508385385785783,,,,,2014,2,February,Q1,Tuesday
2014-02-12,3.1964725448214684,3.241282775510154,3.194605359136324,3.233814477920532,13905500,3.1946051120758057,0.03920936584472612,1.2273618951059717,0.04667741637382994,1.460278970625008,3.106051410947527,,,,,2014,2,February,Q1,Wednesday
2014-02-13,3.1441930621483967,3.2263454293904426,3.1273890626197067,3.2114086151123047,21296500,3.233814477920532,-0.022405862808227095,-0.6928617260268721,0.09895636677073583,3.147273873288172,3.1353914737701416,3.1540890614191692,,,,2014,2,February,Q1,Thursday
2014-02-14,3.134857798836434,3.198339208284948,3.134857798836434,3.185269355773926,20059500,3.2114086151123047,-0.026139259338378906,-0.813949966235139,0.0634814094485141,2.0250171944665727,3.1663319042750766,3.1534666856129965,,,2.1710671023569104,2014,2,February,Q1,Friday
2014-02-18,3.2300802922021705,3.2468840728744714,3.2114093258660694,3.237548589706421,9163500,3.185269355773926,0.05227923393249512,1.6412814143246246,0.03547474700840203,1.0982620801731349,3.18820367540632,3.154462480545044,,,2.191567787012523,2014,2,February,Q1,Tuesday
2014-02-19,3.194604946710909,3.220744430050918,3.1778011680158995,3.187136650085449,13277000,3.237548589706421,-0.05041193962097168,-1.5571021785202976,0.042943262035018304,1.3442432711196945,3.194871868406023,3.153031063079834,,,2.2073225488541266,2014,2,February,Q1,Wednesday
2014-02-20,3.192737580284596,3.21514268990445,3.170332248089321,3.2058072090148926,8962000,3.187136650085449,0.01867055892944336,0.5858098029446923,0.04481044181512939,1.403511584911875,3.2079414299556186,3.152097487449646,,,2.2099965623137883,2014,2,February,Q1,Thursday
2014-02-21,3.2188775207613416,3.2356815234734526,3.196472406387329,3.196472406387329,7017500,3.2058072090148926,-0.009334802627563477,-0.2911841548460359,0.03920911708612351,1.2180990681760895,3.2082081862858365,3.1450647751490277,,,1.9630990652892377,2014,2,February,Q1,Friday
2014-02-24,3.248750925064087,3.263687741114845,3.2338141090133283,3.248750925064087,9817000,3.196472406387329,0.05227851867675781,1.6355066470241653,0.029873632101516723,0.9195420883466903,3.2103419644492015,3.1408326943715412,,,1.9856781698782047,2014,2,February,Q1,Monday
2014-02-25,3.2226116447501747,3.2394156473337805,3.2058078647420354,3.226346015930176,9754000,3.248750925064087,-0.022404909133911133,-0.6896468720041682,0.03360778259174513,1.0428741125693566,3.2124758788517545,3.1375964005788166,,,1.9703339484504176,2014,2,February,Q1,Tuesday
2014-02-26,3.239415955388159,3.273023741175858,3.2039409838328976,3.2450172901153564,8785000,3.226346015930176,0.018671274185180664,0.5787127013962667,0.06908275734296021,2.1325682868251,3.221011298043387,3.1365384022394815,,,1.9575986922610904,2014,2,February,Q1,Wednesday
2014-02-27,3.2450170476949616,3.2935616482701477,3.224478896088044,3.271156311035156,15480500,3.2450172901153564,0.02613902091979936,0.8055125314561984,0.06908275218210358,2.128887188163626,3.2258124010903493,3.136476182937622,,,1.9631712415751217,2014,2,February,Q1,Thursday
2014-02-28,3.2730230920763232,3.297295389363554,3.2543521284054444,3.27675724029541,11012000,3.271156311035156,0.00560092926025435,0.17122169433969603,0.04294326095810952,1.3120366019436605,3.2386153425489153,3.1373474915822346,,,1.9588455164948237,2014,2,February,Q1,Friday
2014-03-03,3.21140918483607,3.226346001764092,3.181535550980028,3.2132761478424072,9114000,3.27675724029541,-0.06348109245300293,-1.9373144788498275,0.04481045078406387,1.3953516417544676,3.2396823338099887,3.1373474915822346,,,1.9805876098659776,2014,3,March,Q1,Monday
2014-03-04,3.2543520770789884,3.271155855087579,3.231946742966948,3.241282224655152,7286000,3.2132761478424072,0.028006076812744585,0.8715739178392523,0.03920911212063061,1.2048208427351095,3.2460837364196777,3.1392768144607546,,,1.978144065919612,2014,3,March,Q1,Tuesday
2014-03-05,3.261820186946557,3.284225297202432,3.2543518910530747,3.2636873722076416,5012000,3.241282224655152,0.02240514755248979,0.6912433413561736,0.029873406149357518,0.9158507960956149,3.2482175145830428,3.143197703361511,,,1.9667112716560853,2014,3,March,Q1,Wednesday
2014-03-06,3.3402389760693456,3.3458403102319525,3.327169122164774,3.3346376419067383,8012500,3.2636873722076416,0.07095026969909668,2.1739297183695605,0.0186711880671786,0.5589776121093611,3.2636877468654086,3.1478654543558755,,,1.9855039099634695,2014,3,March,Q1,Thursday
2014-03-07,3.3477074729743506,3.358910141967964,3.308498354072183,3.3514416217803955,7617000,3.3346376419067383,0.016803979873657227,0.5039222151900447,0.050411787895781046,1.5058600042790324,3.278891222817557,3.1550849119822186,,,1.9486821253934754,2014,3,March,Q1,Friday
2014-03-10,3.385049622059194,3.3925181427230493,3.3346380535240145,3.368245840072632,8034000,3.3514416217803955,0.016804218292236328,0.5014026854303077,0.05788008919903476,1.7098741720608852,3.2927611555371965,3.163300148646037,,,1.9451984073255157,2014,3,March,Q1,Monday
2014-03-11,3.368245073460998,3.368245073460998,3.3178332938240325,3.332770109176636,8406000,3.368245840072632,-0.03547573089599565,-1.05324054657574,0.05041177963696564,1.4966779001376418,3.3007629939488004,3.1733824412027993,,,1.8672598045219309,2014,3,March,Q1,Tuesday
2014-03-12,3.310365378822888,3.3327704931453663,3.3028970815738847,3.3309035301208496,7572500,3.332770109176636,-0.001866579055786577,-0.05600683499431547,0.0298734115714816,0.9024203721615798,3.3175669057028636,3.1822200457255048,,,1.8617372655254223,2014,3,March,Q1,Wednesday
2014-03-13,3.3383710913934177,3.3402382765817635,3.2674213928675657,3.291693687438965,12166000,3.3309035301208496,-0.039209842681884766,-1.1771533557581648,0.07281688371419781,2.1812099889651404,3.324768543243408,3.1920534133911134,,,1.820891994179006,2014,3,March,Q1,Thursday
2014-03-14,3.222610985585928,3.235680836891645,3.196471728125335,3.2058072090148926,15427500,3.291693687438965,-0.08588647842407227,-2.6091880526980193,0.03920910876631023,1.2166876157775315,3.316499948501587,3.1985260089238485,3.196733584403992,,1.8977125468492062,2014,3,March,Q1,Friday
2014-03-17,3.202073572916321,3.2375483169358983,3.202073572916321,3.215143203735352,6010500,3.2058072090148926,0.009335994720459428,0.29122134026668967,0.03547474401957729,1.1078678616140698,3.299429314477103,3.207674781481425,3.1969576358795164,,1.8340108408900644,2014,3,March,Q1,Monday
2014-03-18,3.170333228007716,3.213276497888101,3.1591307810229345,3.2020740509033203,9698000,3.215143203735352,-0.013069152832031694,-0.40648742540760896,0.05414571686516645,1.7078872462625139,3.2780910900660922,3.219499770800273,3.1968456220626833,,1.7184358557796102,2014,3,March,Q1,Tuesday
2014-03-19,3.2058081998982475,3.2394159860035705,3.181535897567987,3.2020740509033203,17635500,3.2020740509033203,0.0,0.0,0.057880088435583676,1.805475712409145,3.254352263041905,3.226034633318583,3.1962855195999147,,1.4149874676390046,2014,3,March,Q1,Wednesday
2014-03-20,3.2338143564045088,3.2898272539483253,3.231947170789527,3.287960290908813,15960000,3.2020740509033203,0.08588624000549272,2.6822065523832483,0.057880083158798445,1.7898393902596181,3.247950860432216,3.236677098274231,3.1973684358596803,,1.45591527394854,2014,3,March,Q1,Thursday
2014-03-21,3.287959449281372,3.3327696668160507,3.287959449281372,3.3159658908843994,20048500,3.287960290908813,0.02800559997558638,0.8517621107840601,0.04481021753467873,1.362857973947112,3.245816911969866,3.2443944215774536,3.1955386781692505,,1.2975154660797763,2014,3,March,Q1,Friday
2014-03-24,3.312232277278698,3.31970057388026,3.2748901265445443,3.295428276062012,14252000,3.3159658908843994,-0.02053761482238725,-0.6193554306105908,0.0448104473357156,1.3528775636632429,3.246350424630301,3.2495600541432696,3.193932976722717,,1.2720742049591494,2014,3,March,Q1,Monday
2014-03-25,3.353307854098188,3.407453775405884,3.345839558609396,3.407453775405884,16915500,3.295428276062012,0.11202549934387163,3.3994215610039236,0.06161421679648793,1.8374160523671326,3.2751570769718716,3.2593311707178754,3.195613355636597,,1.3867270079545,2014,3,March,Q1,Tuesday
2014-03-26,3.441663998376601,3.458581089098872,3.387153895553797,3.3927927017211914,11586500,3.407453775405884,-0.014661073684692383,-0.43026478570339366,0.07142719354507499,2.0753680074163685,3.300535576684134,3.2659374237060548,3.1979340648651124,,1.3244062885694254,2014,3,March,Q1,Wednesday
2014-03-27,3.443544237804522,3.456701827515295,3.4172288343095816,3.434145927429199,14368000,3.3927927017211914,0.04135322570800781,1.218855065534341,0.039472993205713625,1.1462897085033577,3.333688701902117,3.272615138689677,3.2011565256118772,,1.3241816876747077,2014,3,March,Q1,Thursday
2014-03-28,3.496175437508883,3.531888933606252,3.496175437508883,3.5055737495422363,14830500,3.434145927429199,0.07142782211303711,2.0799297299083586,0.035713496097368846,1.021501830663728,3.3770458017076765,3.2824206431706746,3.2062556409835814,,1.3554619190437223,2014,3,March,Q1,Friday
2014-03-31,3.593916893005371,3.618352542682678,3.5863983349846804,3.593916893005371,14943500,3.5055737495422363,0.08834314346313477,2.5200765915899037,0.03195420769799773,0.8891192715164984,3.4207538877214705,3.296042227745056,3.213868455886841,,1.396904109802439,2014,3,March,Q1,Monday
2014-04-01,3.65030680697756,3.6578253646532985,3.625871158421364,3.6540660858154297,11150000,3.593916893005371,0.060149192810058594,1.6736389460514145,0.03195420623193446,0.8753841230784767,3.4690539155687605,3.309926144282023,3.223281726837158,,1.3978976936395744,2014,4,April,Q2,Tuesday
2014-04-02,3.60707527465358,3.637149735553845,3.586398900725001,3.6258718967437744,7212500,3.6540660858154297,-0.028194189071655273,-0.7715839946382252,0.05075083482884413,1.406980197653851,3.5162601470947266,3.324550652503967,3.232877950668335,,1.3667201417720354,2014,4,April,Q2,Wednesday
2014-04-03,3.6183529919182216,3.62399202317054,3.56196312754185,3.5882785320281982,9281500,3.6258718967437744,-0.03759336471557617,-1.036808960331359,0.06202889562869007,1.7142853604177044,3.5420922551836287,3.337299696604411,3.240751419067383,,1.3926053840989596,2014,4,April,Q2,Thursday
2014-04-04,3.6202321700446913,3.6352695096436425,3.561962563126269,3.57699990272522,6893000,3.5882785320281982,-0.011278629302978072,-0.3143186684731236,0.07330694651737346,2.024923901951529,3.5684075696127757,3.3499839464823404,3.249594259262085,,1.3929994980767533,2014,4,April,Q2,Friday
2014-04-07,3.605195416529191,3.620232758572708,3.5563241109061123,3.580759763717652,9109500,3.57699990272522,0.0037598609924316406,0.10511213571928746,0.06390864766659554,1.7726819293507798,3.589352403368269,3.361050907770793,3.2587736797332765,,1.3735099116229883,2014,4,April,Q2,Monday
2014-04-08,3.5563234228997795,3.573240513453482,3.545045586604005,3.552564144134521,8981500,3.580759763717652,-0.02819561958313077,-0.7874200293698896,0.02819492684947722,0.7928111000232776,3.5960653168814525,3.3719248453776043,3.269218935966492,,1.3761359639980977,2014,4,April,Q2,Tuesday
2014-04-09,3.5112123801324007,3.546925872146568,3.4886562545724966,3.537527561187744,5718500,3.552564144134521,-0.0150365829467769,-0.4232599986013774,0.058269617574071564,1.6595298508224765,3.588009698050363,3.381675187746684,3.2786539793014526,,1.3820550572024117,2014,4,April,Q2,Wednesday
2014-04-10,3.458581168797793,3.486776096577934,3.4078301195348457,3.4115896224975586,12859000,3.537527561187744,-0.12593793869018555,-3.56005533559437,0.07894597704308826,2.2826116603916504,3.5533702032906667,3.386356298128764,3.2869519186019898,,1.5467177518322768,2014,4,April,Q2,Thursday
2014-04-11,3.4454237674105195,3.4604611088343344,3.434145929397704,3.454822301864624,6329500,3.4115896224975586,0.04323267936706543,1.2672297711884717,0.02631517943663031,0.7637719251123654,3.5289345468793596,3.392291800181071,3.2958157777786257,,1.5600792670446546,2014,4,April,Q2,Friday
2014-04-14,3.4961746334243995,3.5187305323021336,3.4773780136807235,3.4942948818206787,5385000,3.454822301864624,0.03947257995605469,1.1425357516868795,0.041352518621410095,1.182793280005768,3.515508311135428,3.40165909131368,3.306888074874878,,1.5160941732447464,2014,4,April,Q2,Monday
2014-04-15,3.492414905104053,3.5036927410557,3.4454231377154536,3.4867758750915527,6567000,3.4942948818206787,-0.0075190067291259766,-0.21517951356206932,0.058269603340246334,1.6684616497051128,3.5026191643306186,3.4098422129948935,3.3196771049499514,,1.5147255377966997,2014,4,April,Q2,Tuesday
2014-04-16,3.5243697618213656,3.535647823933029,3.5074528927272657,3.5300087928771973,5135500,3.4867758750915527,0.04323291778564453,1.2399110047332629,0.02819493120576322,0.7999992370605379,3.495369025639125,3.418719593683879,3.330156717300415,,1.5234647861844626,2014,4,April,Q2,Wednesday
2014-04-17,3.5337678162022157,3.54316612592323,3.5130914451866317,3.51685094833374,4809000,3.5300087928771973,-0.013157844543457475,-0.37274254302163135,0.030074680736598136,0.8510655566759836,3.490267140524728,3.4247933705647786,3.341120009422302,,1.4843413722189711,2014,4,April,Q2,Thursday
2014-04-21,3.53564781353654,3.580759613703753,3.533768061832325,3.571361303329468,6468500,3.51685094833374,0.05451035499572843,1.549976265600761,0.04699155187142834,1.3290789792896518,3.49510053225926,3.4321240266164144,3.350858311653137,,1.5041691264032848,2014,4,April,Q2,Monday
2014-04-22,3.5036933278856446,3.5243697000367584,3.490535738368296,3.511212110519409,7374000,3.571361303329468,-0.06014919281005904,-1.6842091208745469,0.03383396166846264,0.9656656134593905,3.5093323162623813,3.43688956896464,3.358273367881775,,1.5426573340710878,2014,4,April,Q2,Tuesday
2014-04-23,3.520610794113993,3.5224903219167127,3.4999344197701694,3.507453203201294,3622000,3.511212110519409,-0.0037589073181152344,-0.10705440741827221,0.02255590214654335,0.6406815028873373,3.516851016453334,3.442712338765462,3.3661360263824465,,1.5267964482569423,2014,4,April,Q2,Wednesday
2014-04-24,3.413469149905547,3.419108180276249,3.355199542863909,3.4115896224975586,13162500,3.507453203201294,-0.09586358070373535,-2.733139265157969,0.06390863741233987,1.8722488648859847,3.5050359794071744,3.4454018751780193,3.370475716590881,,1.616754505504767,2014,4,April,Q2,Thursday
2014-04-25,3.3702370207836374,3.381515081987807,3.340162340288103,3.358958959579468,5894000,3.4115896224975586,-0.052630662918090376,-1.5427020463135488,0.041352741699704154,1.2269980255005606,3.486776420048305,3.4476440509160358,3.37297860622406,,1.6279915481016993,2014,4,April,Q2,Friday
2014-04-28,3.3589598671455527,3.3796362435820084,3.3251261225381703,3.373997211456299,7189500,3.358958959579468,0.01503825187683061,0.44770573435983785,0.05451012104383812,1.6228273989519524,3.464489051273891,3.4532503843307496,3.37623037815094,,1.547530560227262,2014,4,April,Q2,Monday
2014-04-29,3.379635467474236,3.3927930566970583,3.3664778782514126,3.3758761882781982,4968500,3.373997211456299,0.001878976821899414,0.05568993404971856,0.02631517844564568,0.77863955148134,3.444349799837385,3.4586081504821777,3.3800425148010254,,1.547555675567942,2014,4,April,Q2,Tuesday
2014-04-30,3.306328699262257,3.321366040958638,3.281893271088212,3.3157272338867188,7395500,3.3758761882781982,-0.06014895439147949,-1.7817286842547797,0.03947276987042603,1.1938549811830144,3.4078306470598494,3.462396589914958,3.3816060876846312,,1.5852625452833347,2014,4,April,Q2,Wednesday
2014-05-01,3.167233590799826,3.287532101138299,3.1503167213190317,3.225503206253052,19211500,3.3157272338867188,-0.09022402763366655,-2.7210931801499694,0.13721537981926746,4.332341644072304,3.3670150893075124,3.4631775617599487,3.3823734188079833,,1.668525885094717,2014,5,May,Q2,Thursday
2014-05-02,3.308208272549368,3.332643923478696,3.287531900823001,3.313847303390503,6883000,3.225503206253052,0.08834409713745073,2.738924486764871,0.04511202265569514,1.3636391345134675,3.3393571036202565,3.4640404621760053,3.3845342206954956,,1.6716548043844486,2014,5,May,Q2,Friday
2014-05-05,3.2988101404507657,3.3232457926982097,3.2912915816392747,3.3157272338867188,3759500,3.313847303390503,0.0018799304962158203,0.056729544970046675,0.031954211058935034,0.9686586889953192,3.325662476675851,3.464032506942749,3.3869193172454835,,1.6646235868017372,2014,5,May,Q2,Monday
2014-05-06,3.30632835292529,3.3082081044679588,3.2818929273108486,3.2912912368774414,6018500,3.3157272338867188,-0.024435997009277344,-0.7369724734755501,0.02631517715711018,0.7959033207886839,3.31599565914699,3.4638946056365967,3.3877701234817503,,1.6663023370961083,2014,5,May,Q2,Tuesday
2014-05-07,3.2762536320282445,3.304448558449816,3.2536975116323017,3.29880952835083,6816500,3.2912912368774414,0.007518291473388672,0.22842984507567277,0.0507510468175143,1.5490573233213214,3.3052545615604947,3.4602731307347616,3.389219393730164,,1.5395910993858704,2014,5,May,Q2,Wednesday
2014-05-08,3.257457631702637,3.311967743484674,3.257457631702637,3.287532091140747,14654500,3.29880952835083,-0.011277437210083008,-0.3418638485539027,0.05451011178203702,1.6733943444582942,3.292633976255144,3.4567644437154135,3.3900696897506712,,1.5390146724610798,2014,5,May,Q2,Thursday
2014-05-09,3.26873524424913,3.280013305805515,3.2574574067661297,3.2668557167053223,7381500,3.287532091140747,-0.020676374435424805,-0.6289330069550791,0.022555899039385263,0.6900497395458725,3.2856523309435164,3.451188103357951,3.3899836778640746,,1.521557425673738,2014,5,May,Q2,Friday
2014-05-12,3.244299374609259,3.287531642226135,3.242419847192315,3.280013084411621,5840500,3.2668557167053223,0.013157367706298828,0.4027532541158063,0.04511179503382001,1.3904942123059543,3.2934394563947404,3.4436694145202638,3.390048794746399,,1.4664175407771054,2014,5,May,Q2,Monday
2014-05-13,3.3082084510018293,3.325125544437782,3.2931711093054483,3.3157272338867188,10365000,3.280013084411621,0.035714149475097656,1.088841677029606,0.031954435132333536,0.9659135935843683,3.2937080178942,3.434396425882975,3.392097816467285,,1.396097097556007,2014,5,May,Q2,Tuesday
2014-05-14,3.14843698986438,3.2311422582690463,3.060092914312029,3.101445436477661,35936000,3.3157272338867188,-0.21428179740905762,-6.4625882135025625,0.17104934395701754,5.4328336411898634,3.263096332550049,3.415975737571716,3.3893010807037354,,1.7525439299893149,2014,5,May,Q2,Wednesday
2014-05-15,3.10332496120299,3.114602798746674,3.0600926904354044,3.0807690620422363,19089500,3.101445436477661,-0.020676374435424805,-0.6666689728679231,0.054510108311269345,1.756506617667869,3.2330217361450195,3.397805643081665,3.385642714500427,,1.7521497136827249,2014,5,May,Q2,Thursday
2014-05-16,3.0544537187039227,3.0807691216282627,3.035657098360846,3.0788893699646,8677000,3.0807690620422363,-0.0018796920776362747,-0.06101372870805921,0.04511202326741648,1.4769260699932485,3.201604570661272,3.3808260043462117,3.3805277490615846,,1.7514055074370192,2014,5,May,Q2,Friday
2014-05-19,3.011221124099665,3.0751297608549577,3.011221124099665,3.0676109790802,18729000,3.0788893699646,-0.011278390884399858,-0.3663136127729616,0.06390863675529257,2.1223495094336795,3.1701872689383372,3.3638463735580446,3.3748511362075804,,1.7512473844966534,2014,5,May,Q2,Monday
2014-05-20,3.024379057962079,3.0281383372426616,2.9943045996440265,3.0093417167663574,15940000,3.0676109790802,-0.05826926231384277,-1.8994997315896378,0.03383373759863506,1.118700300134775,3.133399554661342,3.344799105326335,3.367673053741455,,1.7657189437708176,2014,5,May,Q2,Tuesday
2014-05-21,3.0224987994150267,3.0318971073803467,3.007461461855847,3.016859769821167,7113000,3.0093417167663574,0.00751805305480957,0.24982384064007324,0.024435645524499616,0.8084584030018103,3.095806224005563,3.326942292849223,3.3613548469543457,,1.771308376728743,2014,5,May,Q2,Wednesday
2014-05-22,3.069490693984913,3.07700925159676,3.037536488024521,3.0412957668304443,11380000,3.016859769821167,0.024435997009277344,0.8099812014373375,0.03947276357223917,1.2859711107641227,3.0566017287118092,3.3104012330373127,3.3555626916885375,,1.7880513781192802,2014,5,May,Q2,Thursday
2014-05-23,3.016861036113181,3.0563340357651887,3.016861036113181,3.028138875961304,12719000,3.0412957668304443,-0.013156890869140181,-0.43260806833174126,0.03947299965200779,1.3084129225542134,3.0461293629237587,3.2976195414861045,3.3502915954589843,,1.691240620061498,2014,5,May,Q2,Friday
2014-05-27,3.101444773177678,3.140917759209872,3.097685494525411,3.127760171890259,12347500,3.028138875961304,0.09962129592895463,3.2898522825287824,0.04323226468446073,1.3939395296781576,3.0528423786163335,3.2867174704869586,3.348730654716492,,1.7963262450019217,2014,5,May,Q2,Tuesday
2014-05-28,3.06197212736311,3.0788892192880137,3.0488145385815497,3.069490909576416,18044000,3.127760171890259,-0.05826926231384277,-1.8629709156577579,0.03007468070646402,0.9821996888117835,3.051499741418021,3.272557338078817,3.345817608833313,,1.7960389390090838,2014,5,May,Q2,Wednesday
2014-05-29,3.0450548533238493,3.052573410460856,3.0356565448659163,3.0469346046447754,14252500,3.069490909576416,-0.022556304931640625,-0.7348549188162745,0.01691686559493988,0.5555520806620007,3.0485459736415317,3.2578959623972574,3.3427148199081422,,1.796548386023986,2014,5,May,Q2,Thursday
2014-05-30,3.035656736584878,3.050694075881934,3.026258427533388,3.0412957668304443,11941000,3.0469346046447754,-0.005638837814331055,-0.18506592841655012,0.024435648348545946,0.8049542642306824,3.0531108379364014,3.241605528195699,3.3394992542266846,,1.7694364938332021,2014,5,May,Q2,Friday
